코드,이름,투타,포지션,생년월일,키,몸무게,외국인
98855,강민규,우투우타,타자,19751010,181,80,0
98869,김경진,우투우타,투수,19760313,180,75,0
99137,이승호,좌투좌타,투수,19760823,189,90,0
99145,대톨라,우투양타,타자,19671123,184,80,1
99151,김상태,우투우타,투수,19760419,193,92,0
99152,김광삼,우투좌타,투수,19800815,184,90,0
99153,조재영,우투우타,타자,19800315,182,87,0
99200,김성균,우투우타,타자,19760125,172,72,0
99210,강혁,좌투좌타,타자,19740825,180,87,0
99222,홍성흔,우투우타,타자,19770228,180,96,0
99228,장성진,우언우타,투수,19750407,178,72,0
99229,이승준,우투우타,타자,19760703,184,90,0
99245,구자운,우투우타,투수,19800619,184,95,0
99302,김필중,우투우타,타자,19750516,180,90,0
99314,송신영,우투우타,투수,19770301,180,88,0
99323,바워스,우투좌타,타자,19710502,,,1
99324,카날리,좌투좌타,타자,19650801,183,95,1
99327,서성민,우투우타,타자,19760822,182,78,0
99333,강필선,우투우타,타자,19720531,181,85,0
99344,피어슨,우투좌타,타자,19740131,188,110,1
99360,박장희,우언우타,투수,19760423,185,88,0
99402,조상수,우투우타,타자,19760824,176,79,0
99408,홀,우투양타,타자,19690617,175,82,1
99423,라형진,우투우타,투수,19770205,186,90,0
99426,이동은,좌투좌타,투수,19770207,173,87,0
99433,스미스,우투우타,타자,19691218,188,101,1
99445,권오준,우언우타,투수,19800309,182,80,0
99449,정성열,우투우타,타자,19760516,190,104,0
99450,이준호,우언우타,투수,19761008,183,83,0
99459,장영균,좌투좌타,타자,19760520,176,84,0
99507,임재철,우투우타,타자,19760408,182,89,0
99534,호세,우투양타,타자,19650502,183,100,1
99540,길포일,좌투좌타,투수,19680429,180,90,1
99543,조성환,우투우타,타자,19761223,181,81,0
99544,박경진,우투우타,타자,19760322,178,77,0
99548,기론,우투우타,투수,19720105,189,84,1
99554,한규식,우투우타,타자,19760914,176,78,0
99560,정원욱,우투우타,투수,19760617,175,70,0
99563,김사율,우투우타,투수,19800417,181,95,0
99606,정성훈,우투우타,타자,19800627,182,83,0
99607,장일현,좌투좌타,타자,19760512,179,79,0
99614,김경진,우투우타,타자,19761221,178,76,0
99636,김기환,우투우타,타자,19761207,182,87,0
99639,유동훈,우언우타,투수,19770212,183,87,0
99640,브릭스,우투우타,타자,19711226,188,98,1
99643,샌더스,우투좌타,타자,19690726,185,104,1
99719,윤근주,우투우타,투수,19760630,182,85,0
99724,로마이어,우투우타,타자,19650927,183,88,1
99725,데이비스,좌투좌타,타자,19691003,183,84,1
99731,황우구,우투우타,타자,19760503,183,80,0
99737,박정진,좌투좌타,투수,19760527,183,88,0
99738,오창선,우투우타,투수,19760602,183,83,0
99742,김병준,우투우타,투수,19770401,184,84,0
99767,전하진,우투우타,투수,19790211,180,78,0
99810,이진영,좌투좌타,타자,19800615,185,90,0
99846,비아노,우투우타,투수,19730904,180,82,1
